 SUMMARY FOR UNIT  72
 Time                      F1温度                    F2温度                    F3温度                    F4温度                    室外温度
  0.2400000000000000E+0004  0.2885985806689088E+0002  0.3101463405112969E+0002  0.3106074334927104E+0002  0.3107654282809736E+0002  0.2300000000000000E+0002
  0.2401000000000000E+0004  0.2866395627035033E+0002  0.3078592226582208E+0002  0.3083640413859111E+0002  0.3084766285531024E+0002  0.2300000000000000E+0002
  0.2402000000000000E+0004  0.2843292331032798E+0002  0.3055525821231518E+0002  0.3060635096955528E+0002  0.3061681691768557E+0002  0.2225000000000000E+0002
  0.2403000000000000E+0004  0.2823185051370872E+0002  0.3034371973062899E+0002  0.3039611619789298E+0002  0.3040511268740846E+0002  0.2225000000000000E+0002
  0.2404000000000000E+0004  0.2813833398224494E+0002  0.3020301374060335E+0002  0.3025790218481290E+0002  0.3026423558922756E+0002  0.2300000000000000E+0002
  0.2405000000000000E+0004  0.2796636805955052E+0002  0.3002161393530917E+0002  0.3007787925565397E+0002  0.3008262944477698E+0002  0.2235000000000000E+0002
  0.2406000000000000E+0004  0.2775799778741949E+0002  0.2982373463049243E+0002  0.2987882834486493E+0002  0.2988455083090484E+0002  0.2185000000000000E+0002
  0.2407000000000000E+0004  0.2776638417287247E+0002  0.2976116716405284E+0002  0.2981789657408369E+0002  0.2982178415668236E+0002  0.2250000000000000E+0002
  0.2408000000000000E+0004  0.2818681268509129E+0002  0.2998367169501327E+0002  0.3004237005734533E+0002  0.3004398007893930E+0002  0.2330000000000000E+0002
  0.2409000000000000E+0004  0.2885012707096668E+0002  0.3041128918888533E+0002  0.3046168109021850E+0002  0.3047131965834522E+0002  0.2430000000000000E+0002
  0.2410000000000000E+0004  0.2936671719140256E+0002  0.3075279904657627E+0002  0.3079126734812823E+0002  0.3081317709091575E+0002  0.2500000000000000E+0002
  0.2411000000000000E+0004  0.2979257838698776E+0002  0.3101920925311142E+0002  0.3104812407476025E+0002  0.3108105130863765E+0002  0.2630000000000000E+0002
  0.2412000000000000E+0004  0.3017539660229206E+0002  0.3125871577657496E+0002  0.3127905383697987E+0002  0.3132251091968083E+0002  0.2680000000000000E+0002
  0.2413000000000000E+0004  0.3063567186221865E+0002  0.3156498442667719E+0002  0.3157815194431765E+0002  0.3163032962606311E+0002  0.2650000000000000E+0002
  0.2414000000000000E+0004  0.3127316676541489E+0002  0.3232173118173624E+0002  0.3233397828780204E+0002  0.3238731730203553E+0002  0.2805000000000000E+0002
  0.2415000000000000E+0004  0.3211949355615238E+0002  0.3374592917161129E+0002  0.3376323977753938E+0002  0.3381042687357355E+0002  0.2855000000000000E+0002
  0.2416000000000000E+0004  0.3290173892949907E+0002  0.3514953384021801E+0002  0.3516261587204794E+0002  0.3521261182497902E+0002  0.2800000000000000E+0002
  0.2417000000000000E+0004  0.3347820425684493E+0002  0.3635756656159246E+0002  0.3635573725475758E+0002  0.3641942474166358E+0002  0.2810000000000000E+0002
  0.2418000000000000E+0004  0.3345203126485470E+0002  0.3673737542585604E+0002  0.3672209777476912E+0002  0.3679853114636413E+0002  0.2710000000000000E+0002
  0.2419000000000000E+0004  0.3212923605525097E+0002  0.3504801336011457E+0002  0.3501239293411466E+0002  0.3510864383017532E+0002  0.2550000000000000E+0002
  0.2420000000000000E+0004  0.3104502037919300E+0002  0.3357468765566679E+0002  0.3353329906086297E+0002  0.3363455754190817E+0002  0.2480000000000000E+0002
  0.2421000000000000E+0004  0.3064484641585526E+0002  0.3305067716938449E+0002  0.3305274139684864E+0002  0.3310988129222920E+0002  0.2430000000000000E+0002
  0.2422000000000000E+0004  0.3025017133497755E+0002  0.3252626513399470E+0002  0.3255535731396533E+0002  0.3258509418381186E+0002  0.2400000000000000E+0002
  0.2423000000000000E+0004  0.2998457698483674E+0002  0.3222053316897738E+0002  0.3225819348131853E+0002  0.3227911638970598E+0002  0.2380000000000000E+0002
  0.2424000000000000E+0004  0.2972283329560960E+0002  0.3190582622955216E+0002  0.3195391212912420E+0002  0.3196421235333064E+0002  0.2380000000000000E+0002
  0.2425000000000000E+0004  0.2953141505288918E+0002  0.3167727171858818E+0002  0.3172753533425403E+0002  0.3173545501337239E+0002  0.2400000000000000E+0002
  0.2426000000000000E+0004  0.2929572491003220E+0002  0.3142256048146557E+0002  0.3147660645845436E+0002  0.3148053081801662E+0002  0.2350000000000000E+0002
  0.2427000000000000E+0004  0.2905127708980863E+0002  0.3117926865034111E+0002  0.3123280254366014E+0002  0.3123704145058099E+0002  0.2300000000000000E+0002
  0.2428000000000000E+0004  0.2886028890234519E+0002  0.3096879400126766E+0002  0.3102439078369803E+0002  0.3102640129929795E+0002  0.2300000000000000E+0002
  0.2429000000000000E+0004  0.2864286370409966E+0002  0.3075113502175480E+0002  0.3080737104014263E+0002  0.3080859091413876E+0002  0.2250000000000000E+0002
  0.2430000000000000E+0004  0.2844204232432505E+0002  0.3054657584012566E+0002  0.3060344085862137E+0002  0.3060390169978222E+0002  0.2250000000000000E+0002
  0.2431000000000000E+0004  0.2845765659873297E+0002  0.3047829678170001E+0002  0.3053706828373361E+0002  0.3053546497655610E+0002  0.2300000000000000E+0002
  0.2432000000000000E+0004  0.2886405384797844E+0002  0.3068265791106331E+0002  0.3074326097952449E+0002  0.3073959682022935E+0002  0.2375000000000000E+0002
  0.2433000000000000E+0004  0.2946038547114168E+0002  0.3106130677007499E+0002  0.3111371737790559E+0002  0.3111830777768549E+0002  0.2475000000000000E+0002
  0.2434000000000000E+0004  0.3002554060962876E+0002  0.3142948212375384E+0002  0.3147053039492665E+0002  0.3148717662024223E+0002  0.2550000000000000E+0002
  0.2435000000000000E+0004  0.3053626088324124E+0002  0.3175229335403791E+0002  0.3178431616035267E+0002  0.3181116613913937E+0002  0.2650000000000000E+0002
  0.2436000000000000E+0004  0.3095546846204574E+0002  0.3202041999279594E+0002  0.3204228410841419E+0002  0.3208075344781248E+0002  0.2700000000000000E+0002
  0.2437000000000000E+0004  0.3124919000667753E+0002  0.3220982972304392E+0002  0.3222368293447796E+0002  0.3227123544740780E+0002  0.2700000000000000E+0002
  0.2438000000000000E+0004  0.3183516832196920E+0002  0.3290991918441677E+0002  0.3292205494426365E+0002  0.3297126648317834E+0002  0.2800000000000000E+0002
  0.2439000000000000E+0004  0.3266233723383446E+0002  0.3421406245760814E+0002  0.3423164917326617E+0002  0.3427427931245562E+0002  0.2800000000000000E+0002
  0.2440000000000000E+0004  0.3307897147714816E+0002  0.3507755610907002E+0002  0.3508750745586732E+0002  0.3513621686036596E+0002  0.2700000000000000E+0002
  0.2441000000000000E+0004  0.3310878615084120E+0002  0.3522799622466195E+0002  0.3521937107949672E+0002  0.3528516938858119E+0002  0.2750000000000000E+0002
  0.2442000000000000E+0004  0.3268478225542949E+0002  0.3494040773079756E+0002  0.3492322860105216E+0002  0.3499629659307468E+0002  0.2650000000000000E+0002
  0.2443000000000000E+0004  0.3164585042973854E+0002  0.3378910576399655E+0002  0.3377040544286638E+0002  0.3384413156066999E+0002  0.2500000000000000E+0002
  0.2444000000000000E+0004  0.3091698538968280E+0002  0.3286289774430998E+0002  0.3284957482092617E+0002  0.3291739060626741E+0002  0.2475000000000000E+0002
  0.2445000000000000E+0004  0.3058194389024869E+0002  0.3249412140966231E+0002  0.3251154596772726E+0002  0.3254828909575088E+0002  0.2395000000000000E+0002
  0.2446000000000000E+0004  0.3023081996557547E+0002  0.3207919495358972E+0002  0.3211459987074804E+0002  0.3213321557179827E+0002  0.2370000000000000E+0002
  0.2447000000000000E+0004  0.3001085276026750E+0002  0.3184338141253559E+0002  0.3188370229560718E+0002  0.3189729044310332E+0002  0.2375000000000000E+0002
  0.2448000000000000E+0004  0.2977531683647456E+0002  0.3158133370970880E+0002  0.3162922920829626E+0002  0.3163511574723707E+0002  0.2375000000000000E+0002
  0.2449000000000000E+0004  0.2960267119522380E+0002  0.3138932313303036E+0002  0.3143812779926754E+0002  0.3144294557076568E+0002  0.2400000000000000E+0002
  0.2450000000000000E+0004  0.2941653567991571E+0002  0.3118645066603827E+0002  0.3123848460778219E+0002  0.3123988664963348E+0002  0.2375000000000000E+0002
  0.2451000000000000E+0004  0.2923339260310456E+0002  0.3099805287192178E+0002  0.3104989227601924E+0002  0.3105129014949519E+0002  0.2375000000000000E+0002
  0.2452000000000000E+0004  0.2909528922243772E+0002  0.3083675867996417E+0002  0.3089039251951731E+0002  0.3088979766393536E+0002  0.2400000000000000E+0002
  0.2453000000000000E+0004  0.2892763522634820E+0002  0.3066454462233310E+0002  0.3071851343605665E+0002  0.3071737748383012E+0002  0.2350000000000000E+0002
  0.2454000000000000E+0004  0.2877112038482143E+0002  0.3050101453528193E+0002  0.3055519589324414E+0002  0.3055364906318412E+0002  0.2350000000000000E+0002
  0.2455000000000000E+0004  0.2873366660054051E+0002  0.3041496952649193E+0002  0.3047048417816227E+0002  0.3046739230615416E+0002  0.2400000000000000E+0002
  0.2456000000000000E+0004  0.2889646454402211E+0002  0.3047087960192277E+0002  0.3052733231504119E+0002  0.3052299913154746E+0002  0.2425000000000000E+0002
  0.2457000000000000E+0004  0.2916502653513550E+0002  0.3062825825168915E+0002  0.3067627442943169E+0002  0.3067990273835771E+0002  0.2425000000000000E+0002
  0.2458000000000000E+0004  0.2961779023388656E+0002  0.3091796556291830E+0002  0.3095676977569720E+0002  0.3096892856739081E+0002  0.2450000000000000E+0002
  0.2459000000000000E+0004  0.3023420878259849E+0002  0.3131830862249178E+0002  0.3135103636028067E+0002  0.3136855644837222E+0002  0.2510000000000000E+0002
  0.2460000000000000E+0004  0.3069935726151963E+0002  0.3163250270302310E+0002  0.3165429847100587E+0002  0.3168170688623136E+0002  0.2510000000000000E+0002
  0.2461000000000000E+0004  0.3108005743995447E+0002  0.3189099040087005E+0002  0.3190160844187604E+0002  0.3193866096236098E+0002  0.2500000000000000E+0002
  0.2462000000000000E+0004  0.3155689468481799E+0002  0.3226174352969210E+0002  0.3226482531708873E+0002  0.3230780591064145E+0002  0.2550000000000000E+0002
  0.2463000000000000E+0004  0.3197210340642221E+0002  0.3273788893762560E+0002  0.3273720710599493E+0002  0.3278212779785554E+0002  0.2600000000000000E+0002
  0.2464000000000000E+0004  0.3227658002762099E+0002  0.3328099800690291E+0002  0.3327642118407794E+0002  0.3332346085445238E+0002  0.2600000000000000E+0002
  0.2465000000000000E+0004  0.3232363307664543E+0002  0.3354259240432218E+0002  0.3353398350688117E+0002  0.3358378443901221E+0002  0.2650000000000000E+0002
  0.2466000000000000E+0004  0.3192604554988529E+0002  0.3328966130843008E+0002  0.3327494653480453E+0002  0.3333002928104376E+0002  0.2600000000000000E+0002
  0.2467000000000000E+0004  0.3103679605387154E+0002  0.3242086032540871E+0002  0.3240282267644783E+0002  0.3246079567101978E+0002  0.2450000000000000E+0002
  0.2468000000000000E+0004  0.3036881117618642E+0002  0.3171734971537483E+0002  0.3170481928999599E+0002  0.3175717312043373E+0002  0.2425000000000000E+0002
  0.2469000000000000E+0004  0.3010106841127017E+0002  0.3142345624610815E+0002  0.3143570626302208E+0002  0.3146336227159632E+0002  0.2425000000000000E+0002
  0.2470000000000000E+0004  0.2980669076800931E+0002  0.3110846952912332E+0002  0.3113603709716681E+0002  0.3114847569189001E+0002  0.2400000000000000E+0002
  0.2471000000000000E+0004  0.2962537689022320E+0002  0.3092261765688826E+0002  0.3095388038359236E+0002  0.3096266588698379E+0002  0.2430000000000000E+0002
  0.2472000000000000E+0004  0.2939271274772616E+0002  0.3069857741304287E+0002  0.3073523311844857E+0002  0.3073859728379280E+0002  0.2380000000000000E+0002
  0.2473000000000000E+0004  0.2913485991442767E+0002  0.3047928122414425E+0002  0.3051474105143010E+0002  0.3051924776957610E+0002  0.2300000000000000E+0002
  0.2474000000000000E+0004  0.2893556286281428E+0002  0.3029070563004737E+0002  0.3032808007562339E+0002  0.3033063603545546E+0002  0.2305000000000000E+0002
  0.2475000000000000E+0004  0.2872831932524061E+0002  0.3010471846644137E+0002  0.3014252573238314E+0002  0.3014461606684149E+0002  0.2255000000000000E+0002
  0.2476000000000000E+0004  0.2849372536111662E+0002  0.2990357944307734E+0002  0.2994137475192074E+0002  0.2994345881974819E+0002  0.2200000000000000E+0002
  0.2477000000000000E+0004  0.2831289451550234E+0002  0.2973625444803197E+0002  0.2977446230397449E+0002  0.2977614028903795E+0002  0.2200000000000000E+0002
  0.2478000000000000E+0004  0.2810386865294053E+0002  0.2955385616670571E+0002  0.2959266137558483E+0002  0.2959375832814157E+0002  0.2150000000000000E+0002
  0.2479000000000000E+0004  0.2799425840026565E+0002  0.2943590270936699E+0002  0.2947376234551761E+0002  0.2947580964227264E+0002  0.2100000000000000E+0002
  0.2480000000000000E+0004  0.2831772924288936E+0002  0.2959970901669374E+0002  0.2963835234102696E+0002  0.2963964870483327E+0002  0.2200000000000000E+0002
  0.2481000000000000E+0004  0.2878819041668520E+0002  0.2989828387758054E+0002  0.2993504481156697E+0002  0.2993891121613109E+0002  0.2350000000000000E+0002
  0.2482000000000000E+0004  0.2932634215442331E+0002  0.3025474882345252E+0002  0.3028500441018343E+0002  0.3029738874973002E+0002  0.2500000000000000E+0002
  0.2483000000000000E+0004  0.3028026020272088E+0002  0.3088676618489738E+0002  0.3091077741499453E+0002  0.3093150641926991E+0002  0.2680000000000000E+0002
  0.2484000000000000E+0004  0.3113277252590245E+0002  0.3148447424184114E+0002  0.3149848216823833E+0002  0.3152933146556376E+0002  0.2680000000000000E+0002
  0.2485000000000000E+0004  0.3150273615595052E+0002  0.3177072959536394E+0002  0.3176840541722919E+0002  0.3181410633211134E+0002  0.2650000000000000E+0002
  0.2486000000000000E+0004  0.3189465320329877E+0002  0.3245999131656686E+0002  0.3245282575171598E+0002  0.3250175498387767E+0002  0.2810000000000000E+0002
  0.2487000000000000E+0004  0.3269904955775939E+0002  0.3398172633225084E+0002  0.3398483129264923E+0002  0.3402265101713724E+0002  0.2860000000000000E+0002
  0.2488000000000000E+0004  0.3352427222463143E+0002  0.3564315134020755E+0002  0.3564749524863648E+0002  0.3568376867596477E+0002  0.2800000000000000E+0002
  0.2489000000000000E+0004  0.3408557280885887E+0002  0.3690740262718298E+0002  0.3689852953879625E+0002  0.3694789747881231E+0002  0.2825000000000000E+0002
  0.2490000000000000E+0004  0.3401665487365425E+0002  0.3703339502737477E+0002  0.3700754866286178E+0002  0.3707397951492556E+0002  0.2825000000000000E+0002
  0.2491000000000000E+0004  0.3273849030055282E+0002  0.3528298402713789E+0002  0.3523814698889447E+0002  0.3532320605348944E+0002  0.2750000000000000E+0002
  0.2492000000000000E+0004  0.3168990642233539E+0002  0.3384126925011454E+0002  0.3379699693969122E+0002  0.3388070944855114E+0002  0.2675000000000000E+0002
  0.2493000000000000E+0004  0.3135174445983693E+0002  0.3336089336971331E+0002  0.3335674245898052E+0002  0.3339969496598840E+0002  0.2675000000000000E+0002
  0.2494000000000000E+0004  0.3099961088988933E+0002  0.3286881887209179E+0002  0.3288970790419634E+0002  0.3290727481439485E+0002  0.2650000000000000E+0002
  0.2495000000000000E+0004  0.3069578962487776E+0002  0.3254242416259329E+0002  0.3257090583672788E+0002  0.3258067563577841E+0002  0.2555000000000000E+0002
  0.2496000000000000E+0004  0.3041756863301891E+0002  0.3222185151990690E+0002  0.3225891900953016E+0002  0.3225999238176717E+0002  0.2555000000000000E+0002
  0.2497000000000000E+0004  0.3022206979055173E+0002  0.3199218214450283E+0002  0.3203180760810422E+0002  0.3203024169514853E+0002  0.2550000000000000E+0002
  0.2498000000000000E+0004  0.2995852604809101E+0002  0.3172407773500230E+0002  0.3176679429291194E+0002  0.3176206307223177E+0002  0.2435000000000000E+0002
  0.2499000000000000E+0004  0.2971970113113856E+0002  0.3148630315991574E+0002  0.3152868517187937E+0002  0.3152424546265675E+0002  0.2385000000000000E+0002
  0.2500000000000000E+0004  0.2951330904177802E+0002  0.3126975909453115E+0002  0.3131429307727998E+0002  0.3130769340479570E+0002  0.2350000000000000E+0002
  0.2501000000000000E+0004  0.2929836401338545E+0002  0.3105674406946501E+0002  0.3110184214310483E+0002  0.3109468738534894E+0002  0.2310000000000000E+0002
  0.2502000000000000E+0004  0.2911410752174925E+0002  0.3086525972344449E+0002  0.3091156007529642E+0002  0.3090322973851421E+0002  0.2310000000000000E+0002
  0.2503000000000000E+0004  0.2901025493664503E+0002  0.3073168349524569E+0002  0.3077915230447694E+0002  0.3076966794201676E+0002  0.2300000000000000E+0002
  0.2504000000000000E+0004  0.2920846074432256E+0002  0.3080855724093303E+0002  0.3085688912429656E+0002  0.3084643430463095E+0002  0.2325000000000000E+0002
  0.2505000000000000E+0004  0.2968139101905155E+0002  0.3109159152513439E+0002  0.3113733176558185E+0002  0.3112906389849587E+0002  0.2375000000000000E+0002
  0.2506000000000000E+0004  0.3045304138940864E+0002  0.3159481416563932E+0002  0.3163401480036876E+0002  0.3163147962893414E+0002  0.2450000000000000E+0002
  0.2507000000000000E+0004  0.3127260298821636E+0002  0.3214842862390494E+0002  0.3217823207348178E+0002  0.3218407680740768E+0002  0.2500000000000000E+0002
  0.2508000000000000E+0004  0.3152979746438490E+0002  0.3233079598601429E+0002  0.3234630326752236E+0002  0.3236643118730590E+0002  0.2550000000000000E+0002
  0.2509000000000000E+0004  0.3171607726184677E+0002  0.3244982863364218E+0002  0.3245405799304005E+0002  0.3248672988366327E+0002  0.2650000000000000E+0002
  0.2510000000000000E+0004  0.3239235276236787E+0002  0.3321628047021627E+0002  0.3322296512259965E+0002  0.3325387021058865E+0002  0.2725000000000000E+0002
  0.2511000000000000E+0004  0.3303524674070865E+0002  0.3427857086854436E+0002  0.3429005172422350E+0002  0.3431551891790291E+0002  0.2675000000000000E+0002
  0.2512000000000000E+0004  0.3353252003407950E+0002  0.3527134936413169E+0002  0.3527473459327779E+0002  0.3530709000754233E+0002  0.2600000000000000E+0002
  0.2513000000000000E+0004  0.3367952291670410E+0002  0.3574590238801885E+0002  0.3573836482207410E+0002  0.3578059747655568E+0002  0.2585000000000000E+0002
  0.2514000000000000E+0004  0.3313231075158971E+0002  0.3529691809864423E+0002  0.3527732740765317E+0002  0.3533092391444169E+0002  0.2535000000000000E+0002
  0.2515000000000000E+0004  0.3206947025827263E+0002  0.3404792479496948E+0002  0.3402385613310742E+0002  0.3408145323961642E+0002  0.2500000000000000E+0002
  0.2516000000000000E+0004  0.3124184149608097E+0002  0.3306822846507957E+0002  0.3305472409586818E+0002  0.3310149815858063E+0002  0.2360000000000000E+0002
  0.2517000000000000E+0004  0.3081861196915658E+0002  0.3263504802518226E+0002  0.3264761674961755E+0002  0.3266833611807959E+0002  0.2260000000000000E+0002
  0.2518000000000000E+0004  0.3048849674152927E+0002  0.3223699292590805E+0002  0.3226728581599584E+0002  0.3227048148137294E+0002  0.2300000000000000E+0002
  0.2519000000000000E+0004  0.3023011873994442E+0002  0.3197090784846315E+0002  0.3200781517955753E+0002  0.3200460265081249E+0002  0.2250000000000000E+0002
  0.2520000000000000E+0004  0.2995244123946694E+0002  0.3168594500157115E+0002  0.3172880358964050E+0002  0.3171981551485569E+0002  0.2250000000000000E+0002
  0.2521000000000000E+0004  0.2978076085249599E+0002  0.3149111290180716E+0002  0.3153600256475557E+0002  0.3152512532088731E+0002  0.2300000000000000E+0002
  0.2522000000000000E+0004  0.2953945446394835E+0002  0.3125602282404396E+0002  0.3130348287362748E+0002  0.3129013909844194E+0002  0.2230000000000000E+0002
  0.2523000000000000E+0004  0.2931052855507090E+0002  0.3103916042753835E+0002  0.3108584417608461E+0002  0.3107338116357881E+0002  0.2230000000000000E+0002
  0.2524000000000000E+0004  0.2914507921824528E+0002  0.3086016857133440E+0002  0.3090890212505289E+0002  0.3089450718845885E+0002  0.2250000000000000E+0002
  0.2525000000000000E+0004  0.2891060934484955E+0002  0.3064711646623499E+0002  0.3069577850615664E+0002  0.3068157036893055E+0002  0.2160000000000000E+0002
  0.2526000000000000E+0004  0.2870657679548039E+0002  0.3045362669304184E+0002  0.3050215352711075E+0002  0.3048822144948867E+0002  0.2160000000000000E+0002
  0.2527000000000000E+0004  0.2860183989408793E+0002  0.3032337662551878E+0002  0.3037362987245935E+0002  0.3035811504466472E+0002  0.2200000000000000E+0002
  0.2528000000000000E+0004  0.2863287017771922E+0002  0.3029695346246747E+0002  0.3034745763007800E+0002  0.3033174462893018E+0002  0.2150000000000000E+0002
  0.2529000000000000E+0004  0.2897625812500153E+0002  0.3050336125549347E+0002  0.3054594670830181E+0002  0.3053794340990610E+0002  0.2200000000000000E+0002
  0.2530000000000000E+0004  0.2964829641877702E+0002  0.3093515897433084E+0002  0.3097126896292631E+0002  0.3096905575268825E+0002  0.2350000000000000E+0002
  0.2531000000000000E+0004  0.3039433771033079E+0002  0.3143742786738472E+0002  0.3146536131708168E+0002  0.3147014542774560E+0002  0.2335000000000000E+0002
  0.2532000000000000E+0004  0.3080423428708239E+0002  0.3172740120369112E+0002  0.3174064961337874E+0002  0.3175883942718812E+0002  0.2385000000000000E+0002
  0.2533000000000000E+0004  0.3102031003740931E+0002  0.3186396541718051E+0002  0.3186614087833011E+0002  0.3189430934097435E+0002  0.2500000000000000E+0002
  0.2534000000000000E+0004  0.3125649065570218E+0002  0.3207311474431117E+0002  0.3206917285691900E+0002  0.3210238187656187E+0002  0.2400000000000000E+0002
  0.2535000000000000E+0004  0.3135430147333298E+0002  0.3215212416452948E+0002  0.3214442489667093E+0002  0.3218009916938628E+0002  0.2400000000000000E+0002
  0.2536000000000000E+0004  0.3117659816310789E+0002  0.3199805271120683E+0002  0.3198672746235301E+0002  0.3202467189221236E+0002  0.2450000000000000E+0002
  0.2537000000000000E+0004  0.3070480520714700E+0002  0.3164232248286171E+0002  0.3162974125467129E+0002  0.3166798631918994E+0002  0.2275000000000000E+0002
  0.2538000000000000E+0004  0.3016340441883292E+0002  0.3120622536990321E+0002  0.3119592699053355E+0002  0.3123150445825796E+0002  0.2225000000000000E+0002
  0.2539000000000000E+0004  0.2972112689132059E+0002  0.3083476190462741E+0002  0.3083307651141835E+0002  0.3086012652000756E+0002  0.2300000000000000E+0002
  0.2540000000000000E+0004  0.2934306762325845E+0002  0.3051011536553434E+0002  0.3051678203230088E+0002  0.3053584572446085E+0002  0.2210000000000000E+0002
  0.2541000000000000E+0004  0.2905391270958265E+0002  0.3025102528403965E+0002  0.3026984738457115E+0002  0.3027718986706683E+0002  0.2210000000000000E+0002
  0.2542000000000000E+0004  0.2891062426254199E+0002  0.3008840248365767E+0002  0.3011704200189927E+0002  0.3011494411853003E+0002  0.2300000000000000E+0002
  0.2543000000000000E+0004  0.2868799598304124E+0002  0.2990017715747395E+0002  0.2993047446159475E+0002  0.2992698258415871E+0002  0.2200000000000000E+0002
  0.2544000000000000E+0004  0.2843709854675209E+0002  0.2969427405333710E+0002  0.2972502723993794E+0002  0.2972129193270539E+0002  0.2150000000000000E+0002
  0.2545000000000000E+0004  0.2830882050833222E+0002  0.2956394943243416E+0002  0.2959616884862556E+0002  0.2959117052502583E+0002  0.2200000000000000E+0002
  0.2546000000000000E+0004  0.2811782913484818E+0002  0.2939843374746027E+0002  0.2943198416017088E+0002  0.2942582116407596E+0002  0.2135000000000000E+0002
  0.2547000000000000E+0004  0.2792731951550565E+0002  0.2923598905888230E+0002  0.2926864180190231E+0002  0.2926353672960733E+0002  0.2135000000000000E+0002
  0.2548000000000000E+0004  0.2783108365045729E+0002  0.2912831720926255E+0002  0.2916274794984711E+0002  0.2915602504108944E+0002  0.2200000000000000E+0002
  0.2549000000000000E+0004  0.2763952867924189E+0002  0.2896773791890904E+0002  0.2900212706881820E+0002  0.2899558076394801E+0002  0.2100000000000000E+0002
  0.2550000000000000E+0004  0.2738550083429395E+0002  0.2877076423170918E+0002  0.2880288063562478E+0002  0.2879877117728671E+0002  0.2000000000000000E+0002
  0.2551000000000000E+0004  0.2722809633549669E+0002  0.2862988394942766E+0002  0.2866210633558919E+0002  0.2865811273475700E+0002  0.2000000000000000E+0002
  0.2552000000000000E+0004  0.2721640648439386E+0002  0.2858952495074058E+0002  0.2862265853701831E+0002  0.2861794641333017E+0002  0.1980000000000000E+0002
  0.2553000000000000E+0004  0.2737277254704829E+0002  0.2868076365850822E+0002  0.2870709542001612E+0002  0.2870919916997591E+0002  0.2030000000000000E+0002
  0.2554000000000000E+0004  0.2781163034534222E+0002  0.2895855875531187E+0002  0.2898006008425448E+0002  0.2898668257784081E+0002  0.2200000000000000E+0002
  0.2555000000000000E+0004  0.2859186431332974E+0002  0.2947674333670725E+0002  0.2949503505993305E+0002  0.2950406894632077E+0002  0.2280000000000000E+0002
  0.2556000000000000E+0004  0.2891071716439738E+0002  0.2971403094109267E+0002  0.2972099480853237E+0002  0.2974013763023011E+0002  0.2230000000000000E+0002
  0.2557000000000000E+0004  0.2899530569389120E+0002  0.2978504931209359E+0002  0.2977770127052076E+0002  0.2981006065427083E+0002  0.2200000000000000E+0002
  0.2558000000000000E+0004  0.2920301289280624E+0002  0.2997635405850802E+0002  0.2996452709766512E+0002  0.3000052470588612E+0002  0.2255000000000000E+0002
  0.2559000000000000E+0004  0.2946769338922108E+0002  0.3023729576080498E+0002  0.3022477707162860E+0002  0.3026059560218014E+0002  0.2305000000000000E+0002
  0.2560000000000000E+0004  0.2924644389304838E+0002  0.3005066536311693E+0002  0.3003391346746891E+0002  0.3007304109601048E+0002  0.2250000000000000E+0002
  0.2561000000000000E+0004  0.2871279043218933E+0002  0.2961960932370923E+0002  0.2959753746344058E+0002  0.2964133653914194E+0002  0.2190000000000000E+0002
  0.2562000000000000E+0004  0.2848760046797143E+0002  0.2943096924537255E+0002  0.2941511149135856E+0002  0.2945251491839136E+0002  0.2240000000000000E+0002
  0.2563000000000000E+0004  0.2814740404515900E+0002  0.2913063649067581E+0002  0.2912426255945034E+0002  0.2915227155450740E+0002  0.2300000000000000E+0002
  0.2564000000000000E+0004  0.2783892835072935E+0002  0.2887083318666803E+0002  0.2886706151631868E+0002  0.2889272526599280E+0002  0.2200000000000000E+0002
  0.2565000000000000E+0004  0.2757309740068482E+0002  0.2864104001049465E+0002  0.2864879652050431E+0002  0.2866326181075597E+0002  0.2150000000000000E+0002
  0.2566000000000000E+0004  0.2746346979515352E+0002  0.2851342317481920E+0002  0.2852890565843137E+0002  0.2853595955778235E+0002  0.2250000000000000E+0002
  0.2567000000000000E+0004  0.2731393706766762E+0002  0.2838024451015505E+0002  0.2839828890958587E+0002  0.2840301420810492E+0002  0.2190000000000000E+0002
  0.2568000000000000E+0004  0.2710569349851507E+0002  0.2821259575699566E+0002  0.2823092690037761E+0002  0.2823554472714296E+0002  0.2140000000000000E+0002
  0.2569000000000000E+0004  0.2702166479584221E+0002  0.2812086760852097E+0002  0.2814050741937928E+0002  0.2814398983383268E+0002  0.2200000000000000E+0002
  0.2570000000000000E+0004  0.2687887621296106E+0002  0.2799593538821696E+0002  0.2801707255704695E+0002  0.2801919595425176E+0002  0.2135000000000000E+0002
  0.2571000000000000E+0004  0.2672307464941292E+0002  0.2786611831542569E+0002  0.2788631018360979E+0002  0.2788951140340868E+0002  0.2135000000000000E+0002
  0.2572000000000000E+0004  0.2663065242095869E+0002  0.2777261799531408E+0002  0.2779405512134269E+0002  0.2779615447530777E+0002  0.2150000000000000E+0002
  0.2573000000000000E+0004  0.2647418918454522E+0002  0.2764363855456138E+0002  0.2766509245278688E+0002  0.2766731337032408E+0002  0.2085000000000000E+0002
  0.2574000000000000E+0004  0.2637213264374695E+0002  0.2754686838328696E+0002  0.2756841724400507E+0002  0.2757069535402735E+0002  0.2135000000000000E+0002
  0.2575000000000000E+0004  0.2632751170796841E+0002  0.2748704301245065E+0002  0.2751018387618265E+0002  0.2751101036939207E+0002  0.2150000000000000E+0002
