 SUMMARY FOR UNIT  72
 Time                      F1温度                    F2温度                    F3温度                    F4温度                    室外温度
  0.5534000000000000E+0004  0.3467301592444540E+0002  0.3439734566957151E+0002  0.3437501009814323E+0002  0.3439648552691937E+0002  0.3085000000000000E+0002
  0.5535000000000000E+0004  0.3526190271496397E+0002  0.3487660738320532E+0002  0.3485239952449528E+0002  0.3487467583934095E+0002  0.3085000000000000E+0002
  0.5536000000000000E+0004  0.3509581016807925E+0002  0.3468073693288637E+0002  0.3464348209078996E+0002  0.3467715541302881E+0002  0.3050000000000000E+0002
  0.5537000000000000E+0004  0.3465781806656979E+0002  0.3439188931826332E+0002  0.3434836724842187E+0002  0.3438686625992848E+0002  0.2980000000000000E+0002
  0.5538000000000000E+0004  0.3420050274399894E+0002  0.3401858209157334E+0002  0.3398141089647626E+0002  0.3401291738681865E+0002  0.2880000000000000E+0002
  0.5539000000000000E+0004  0.3354262986028753E+0002  0.3349616224736668E+0002  0.3346542819424599E+0002  0.3349046669713675E+0002  0.2850000000000000E+0002
  0.5540000000000000E+0004  0.3309171537416818E+0002  0.3309569043229653E+0002  0.3307547417861888E+0002  0.3309047655914279E+0002  0.2870000000000000E+0002
  0.5541000000000000E+0004  0.3280377418473337E+0002  0.3283901888441883E+0002  0.3283199550012775E+0002  0.3283447387213748E+0002  0.2820000000000000E+0002
  0.5542000000000000E+0004  0.3253222754579895E+0002  0.3260273635615139E+0002  0.3260332837016070E+0002  0.3259882192950601E+0002  0.2800000000000000E+0002
  0.5543000000000000E+0004  0.3230348233768381E+0002  0.3241077443203439E+0002  0.3241428434917076E+0002  0.3240741114623296E+0002  0.2775000000000000E+0002
  0.5544000000000000E+0004  0.3208711301962744E+0002  0.3222756953796556E+0002  0.3223374452142949E+0002  0.3222468658064612E+0002  0.2775000000000000E+0002
  0.5545000000000000E+0004  0.3193310581868536E+0002  0.3208753988606730E+0002  0.3209529332231651E+0002  0.3208508570541574E+0002  0.2800000000000000E+0002
  0.5546000000000000E+0004  0.3172925302363819E+0002  0.3192007713866053E+0002  0.3192883793404101E+0002  0.3191800745583808E+0002  0.2730000000000000E+0002
  0.5547000000000000E+0004  0.3149424848385145E+0002  0.3173670951051536E+0002  0.3174442465547564E+0002  0.3173502552460909E+0002  0.2680000000000000E+0002
  0.5548000000000000E+0004  0.3135879772997457E+0002  0.3161101004054510E+0002  0.3162001688930729E+0002  0.3160973449682210E+0002  0.2750000000000000E+0002
  0.5549000000000000E+0004  0.3121339376964542E+0002  0.3148186046607321E+0002  0.3149232210432194E+0002  0.3148097457736444E+0002  0.2720000000000000E+0002
  0.5550000000000000E+0004  0.3102015438331418E+0002  0.3132660478541910E+0002  0.3133654321373355E+0002  0.3132609496787245E+0002  0.2670000000000000E+0002
  0.5551000000000000E+0004  0.3104562427872748E+0002  0.3130492168575798E+0002  0.3131589408272651E+0002  0.3130475472785311E+0002  0.2750000000000000E+0002
  0.5552000000000000E+0004  0.3140963436007458E+0002  0.3150499173447172E+0002  0.3151702765991766E+0002  0.3150493261201074E+0002  0.2755000000000000E+0002
  0.5553000000000000E+0004  0.3186976691029370E+0002  0.3181811139345837E+0002  0.3182087412934181E+0002  0.3181788087935473E+0002  0.2855000000000000E+0002
  0.5554000000000000E+0004  0.3247646676652410E+0002  0.3224469164305045E+0002  0.3223819782211421E+0002  0.3224457809816522E+0002  0.3050000000000000E+0002
  0.5555000000000000E+0004  0.3313989544482914E+0002  0.3270324345989430E+0002  0.3268990276541972E+0002  0.3270404047257896E+0002  0.3095000000000000E+0002
  0.5556000000000000E+0004  0.3363523092171354E+0002  0.3306055531301759E+0002  0.3303536511566864E+0002  0.3306230659736332E+0002  0.3145000000000000E+0002
  0.5557000000000000E+0004  0.3381379864680326E+0002  0.3319179725588478E+0002  0.3315738978951152E+0002  0.3319370042960244E+0002  0.3200000000000000E+0002
  0.5558000000000000E+0004  0.3424055169643930E+0002  0.3358120935386329E+0002  0.3354091892660519E+0002  0.3358232704157736E+0002  0.3175000000000000E+0002
  0.5559000000000000E+0004  0.3443650172162755E+0002  0.3383774296273984E+0002  0.3379397404863842E+0002  0.3383721696298980E+0002  0.2925000000000000E+0002
  0.5560000000000000E+0004  0.3444616601631174E+0002  0.3395577741622732E+0002  0.3390110175611188E+0002  0.3395351669713631E+0002  0.2800000000000000E+0002
  0.5561000000000000E+0004  0.3519762950043263E+0002  0.3532284944559309E+0002  0.3527196164069233E+0002  0.3531942969407302E+0002  0.2855000000000000E+0002
  0.5562000000000000E+0004  0.3517014909757585E+0002  0.3580204168564152E+0002  0.3575835140008368E+0002  0.3579831734020313E+0002  0.2855000000000000E+0002
  0.5563000000000000E+0004  0.3408810263302389E+0002  0.3450916020406447E+0002  0.3444014558989648E+0002  0.3450557943523092E+0002  0.2900000000000000E+0002
  0.5564000000000000E+0004  0.3327062658215603E+0002  0.3360724234559700E+0002  0.3353659340357046E+0002  0.3360385386912753E+0002  0.2790000000000000E+0002
  0.5565000000000000E+0004  0.3285079977152542E+0002  0.3315806084888062E+0002  0.3312020288754250E+0002  0.3315511021459859E+0002  0.2740000000000000E+0002
  0.5566000000000000E+0004  0.3257826226300627E+0002  0.3284180007680059E+0002  0.3282231251680373E+0002  0.3283940752291898E+0002  0.2800000000000000E+0002
  0.5567000000000000E+0004  0.3235315109877039E+0002  0.3261688017566200E+0002  0.3260635723930324E+0002  0.3261501088287199E+0002  0.2765000000000000E+0002
  0.5568000000000000E+0004  0.3212223498955443E+0002  0.3239576166399898E+0002  0.3239081163555971E+0002  0.3239434714990787E+0002  0.2765000000000000E+0002
  0.5569000000000000E+0004  0.3197162631046476E+0002  0.3224019890480695E+0002  0.3223824634257659E+0002  0.3223918869590209E+0002  0.2800000000000000E+0002
  0.5570000000000000E+0004  0.3178113372691598E+0002  0.3206497218770781E+0002  0.3206550609115408E+0002  0.3206431622053352E+0002  0.2755000000000000E+0002
  0.5571000000000000E+0004  0.3160289205685046E+0002  0.3190423756047981E+0002  0.3190508637787690E+0002  0.3190391997684499E+0002  0.2755000000000000E+0002
  0.5572000000000000E+0004  0.3146032633308029E+0002  0.3176597074439332E+0002  0.3176856230258885E+0002  0.3176599029485061E+0002  0.2750000000000000E+0002
  0.5573000000000000E+0004  0.3128349901557074E+0002  0.3161174893767247E+0002  0.3161481353110235E+0002  0.3161209848919781E+0002  0.2705000000000000E+0002
  0.5574000000000000E+0004  0.3112685329195472E+0002  0.3147088964987540E+0002  0.3147441337679487E+0002  0.3147158013028328E+0002  0.2705000000000000E+0002
  0.5575000000000000E+0004  0.3114193134147893E+0002  0.3143667421517818E+0002  0.3144167714181918E+0002  0.3143766519190072E+0002  0.2750000000000000E+0002
  0.5576000000000000E+0004  0.3154410250943790E+0002  0.3164418711157620E+0002  0.3165060724485687E+0002  0.3164525398075986E+0002  0.2855000000000000E+0002
  0.5577000000000000E+0004  0.3204853185804918E+0002  0.3197795681419769E+0002  0.3197637730605177E+0002  0.3197890720694095E+0002  0.2955000000000000E+0002
  0.5578000000000000E+0004  0.3252105525241526E+0002  0.3232311442894990E+0002  0.3231117118448783E+0002  0.3232429996829615E+0002  0.3050000000000000E+0002
  0.5579000000000000E+0004  0.3315063684358020E+0002  0.3275236330352516E+0002  0.3273341952559505E+0002  0.3275430006156049E+0002  0.3125000000000000E+0002
  0.5580000000000000E+0004  0.3358086354955244E+0002  0.3306167643880946E+0002  0.3303279859875932E+0002  0.3306440117889494E+0002  0.3125000000000000E+0002
  0.5581000000000000E+0004  0.3364459109710483E+0002  0.3311634919358319E+0002  0.3307763883188715E+0002  0.3311977351919808E+0002  0.3150000000000000E+0002
  0.5582000000000000E+0004  0.3404021140207470E+0002  0.3370578178867871E+0002  0.3366683822612526E+0002  0.3370945808070780E+0002  0.3230000000000000E+0002
  0.5583000000000000E+0004  0.3498786162354904E+0002  0.3509007433248770E+0002  0.3506032901634099E+0002  0.3509327495381425E+0002  0.3230000000000000E+0002
  0.5584000000000000E+0004  0.3577300339362245E+0002  0.3656940176545046E+0002  0.3653678172407583E+0002  0.3657192544911784E+0002  0.3150000000000000E+0002
  0.5585000000000000E+0004  0.3613464097484523E+0002  0.3747522571436955E+0002  0.3742718900582415E+0002  0.3747749942316814E+0002  0.3140000000000000E+0002
  0.5586000000000000E+0004  0.3599592463419650E+0002  0.3746690117441726E+0002  0.3740069756588664E+0002  0.3746914236587237E+0002  0.3090000000000000E+0002
  0.5587000000000000E+0004  0.3497410869121329E+0002  0.3619979744160469E+0002  0.3612071523295855E+0002  0.3620174363525707E+0002  0.3000000000000000E+0002
  0.5588000000000000E+0004  0.3401471767146150E+0002  0.3496580680838304E+0002  0.3488864880849142E+0002  0.3496743889906412E+0002  0.2940000000000000E+0002
  0.5589000000000000E+0004  0.3360315888814679E+0002  0.3445947349593243E+0002  0.3441624771135525E+0002  0.3446110746837739E+0002  0.2890000000000000E+0002
  0.5590000000000000E+0004  0.3327787615831529E+0002  0.3403737868790896E+0002  0.3402013012713886E+0002  0.3403928997986864E+0002  0.2900000000000000E+0002
  0.5591000000000000E+0004  0.3303890470972915E+0002  0.3376956859348148E+0002  0.3376058807536299E+0002  0.3377182232078882E+0002  0.2870000000000000E+0002
  0.5592000000000000E+0004  0.3277079879748515E+0002  0.3348643572664557E+0002  0.3348610466521727E+0002  0.3348903506384860E+0002  0.2820000000000000E+0002
  0.5593000000000000E+0004  0.3254621670575963E+0002  0.3326028517585998E+0002  0.3326172434007117E+0002  0.3326322569647049E+0002  0.2800000000000000E+0002
  0.5594000000000000E+0004  0.3232699106812011E+0002  0.3303936181022513E+0002  0.3304453405883613E+0002  0.3304264395320008E+0002  0.2780000000000000E+0002
  0.5595000000000000E+0004  0.3217193498724146E+0002  0.3286872425335696E+0002  0.3287569466463236E+0002  0.3287234058528004E+0002  0.2830000000000000E+0002
  0.5596000000000000E+0004  0.3204827224723362E+0002  0.3272073497904548E+0002  0.3273093345445184E+0002  0.3272465804448061E+0002  0.2850000000000000E+0002
  0.5597000000000000E+0004  0.3182949304029229E+0002  0.3252450814005341E+0002  0.3253474534522667E+0002  0.3252871416126847E+0002  0.2755000000000000E+0002
  0.5598000000000000E+0004  0.3168298503108332E+0002  0.3237256381972902E+0002  0.3238355893911343E+0002  0.3237707658263477E+0002  0.2805000000000000E+0002
  0.5599000000000000E+0004  0.3179956241030839E+0002  0.3237230446154033E+0002  0.3238663037419764E+0002  0.3237704227384483E+0002  0.2900000000000000E+0002
  0.5600000000000000E+0004  0.3213901806011959E+0002  0.3252450284176923E+0002  0.3253950622213189E+0002  0.3252918169147488E+0002  0.2910000000000000E+0002
  0.5601000000000000E+0004  0.3244188423564815E+0002  0.3272092696974251E+0002  0.3272574982575726E+0002  0.3272562230112536E+0002  0.2960000000000000E+0002
  0.5602000000000000E+0004  0.3271900856976578E+0002  0.3292075038807342E+0002  0.3291554319850913E+0002  0.3292636364971019E+0002  0.3000000000000000E+0002
  0.5603000000000000E+0004  0.3314935829685701E+0002  0.3319636587822528E+0002  0.3318647416012231E+0002  0.3320417074223508E+0002  0.3090000000000000E+0002
  0.5604000000000000E+0004  0.3353000846447231E+0002  0.3344458947367817E+0002  0.3342850887689570E+0002  0.3345479003158476E+0002  0.3140000000000000E+0002
  0.5605000000000000E+0004  0.3432259159786456E+0002  0.3398519070623500E+0002  0.3396209536253850E+0002  0.3399655145730517E+0002  0.3150000000000000E+0002
  0.5606000000000000E+0004  0.3478522913570858E+0002  0.3464959572242164E+0002  0.3462480620955133E+0002  0.3466052409056330E+0002  0.3215000000000000E+0002
  0.5607000000000000E+0004  0.3563459498474504E+0002  0.3590626632227152E+0002  0.3587742813397356E+0002  0.3591595593531760E+0002  0.3215000000000000E+0002
  0.5608000000000000E+0004  0.3661277144093021E+0002  0.3772692537449831E+0002  0.3769881616745958E+0002  0.3773537865397637E+0002  0.3200000000000000E+0002
  0.5609000000000000E+0004  0.3702111476402514E+0002  0.3906150546812211E+0002  0.3902603818101850E+0002  0.3906966830378294E+0002  0.3250000000000000E+0002
  0.5610000000000000E+0004  0.3739727431787342E+0002  0.3979269954493685E+0002  0.3973930838614763E+0002  0.3980132499471122E+0002  0.3250000000000000E+0002
  0.5611000000000000E+0004  0.3632127346527711E+0002  0.3844167476422697E+0002  0.3837164652973774E+0002  0.3845036744836875E+0002  0.3150000000000000E+0002
  0.5612000000000000E+0004  0.3503966852426463E+0002  0.3664108901362408E+0002  0.3655593186938943E+0002  0.3664940028807415E+0002  0.3035000000000000E+0002
  0.5613000000000000E+0004  0.3455421783638818E+0002  0.3599349297723029E+0002  0.3594704236077102E+0002  0.3600151883919866E+0002  0.3035000000000000E+0002
  0.5614000000000000E+0004  0.3424309047066716E+0002  0.3549306814524612E+0002  0.3548287427195832E+0002  0.3550116680522923E+0002  0.3050000000000000E+0002
  0.5615000000000000E+0004  0.3393387600351047E+0002  0.3514493169972425E+0002  0.3514437698274264E+0002  0.3515320465510572E+0002  0.2955000000000000E+0002
  0.5616000000000000E+0004  0.3366787138940087E+0002  0.3482311426662254E+0002  0.3483389421060532E+0002  0.3483162896713125E+0002  0.2955000000000000E+0002
  0.5617000000000000E+0004  0.3350137574558405E+0002  0.3460419148304071E+0002  0.3461903771033707E+0002  0.3461294782385367E+0002  0.3000000000000000E+0002
  0.5618000000000000E+0004  0.3325201407090941E+0002  0.3434149541789549E+0002  0.3436054865016138E+0002  0.3435047105195586E+0002  0.2925000000000000E+0002
  0.5619000000000000E+0004  0.3298273192490407E+0002  0.3408352074796010E+0002  0.3410204582772379E+0002  0.3409273781278835E+0002  0.2875000000000000E+0002
  0.5620000000000000E+0004  0.3281969380396405E+0002  0.3389015119278955E+0002  0.3391178211169317E+0002  0.3389965128091882E+0002  0.2900000000000000E+0002
  0.5621000000000000E+0004  0.3265745437999820E+0002  0.3370671966384105E+0002  0.3373071118561030E+0002  0.3371649333437088E+0002  0.2875000000000000E+0002
  0.5622000000000000E+0004  0.3248262709529538E+0002  0.3352141111422556E+0002  0.3354665011035227E+0002  0.3353144372352561E+0002  0.2875000000000000E+0002
  0.5623000000000000E+0004  0.3250871220726263E+0002  0.3344799018017650E+0002  0.3347454217158118E+0002  0.3345820091113646E+0002  0.2900000000000000E+0002
  0.5624000000000000E+0004  0.3282968631346188E+0002  0.3356498424854454E+0002  0.3359256739852525E+0002  0.3357514806507002E+0002  0.2955000000000000E+0002
  0.5625000000000000E+0004  0.3314618322498746E+0002  0.3377088978146943E+0002  0.3379034479420509E+0002  0.3378147645495211E+0002  0.3055000000000000E+0002
  0.5626000000000000E+0004  0.3361375776110975E+0002  0.3408453768441742E+0002  0.3409521826119881E+0002  0.3409711367763657E+0002  0.3150000000000000E+0002
  0.5627000000000000E+0004  0.3404463807162849E+0002  0.3434353958431938E+0002  0.3434912924421995E+0002  0.3435871180988190E+0002  0.3225000000000000E+0002
  0.5628000000000000E+0004  0.3440786060120280E+0002  0.3457649278570456E+0002  0.3457310967552323E+0002  0.3459381370585524E+0002  0.3275000000000000E+0002
  0.5629000000000000E+0004  0.3482751709439861E+0002  0.3484086557705620E+0002  0.3483233384645289E+0002  0.3485934372954154E+0002  0.3350000000000000E+0002
  0.5630000000000000E+0004  0.3541209938652477E+0002  0.3555885170549497E+0002  0.3554992728619984E+0002  0.3557701811658854E+0002  0.3455000000000000E+0002
  0.5631000000000000E+0004  0.3637310002873006E+0002  0.3708402075411882E+0002  0.3708106057318044E+0002  0.3710110220894538E+0002  0.3505000000000000E+0002
  0.5632000000000000E+0004  0.3730714858550435E+0002  0.3881149579626086E+0002  0.3880808135632474E+0002  0.3882757841862009E+0002  0.3550000000000000E+0002
  0.5633000000000000E+0004  0.3803306621324556E+0002  0.4023250180859068E+0002  0.4021562653563441E+0002  0.4024825741964946E+0002  0.3585000000000000E+0002
  0.5634000000000000E+0004  0.3815756844555997E+0002  0.4065040369582697E+0002  0.4061488552771510E+0002  0.4066614765174270E+0002  0.3535000000000000E+0002
  0.5635000000000000E+0004  0.3699152850803834E+0002  0.3905454120076454E+0002  0.3899579375371049E+0002  0.3906993390324710E+0002  0.3400000000000000E+0002
  0.5636000000000000E+0004  0.3578420304427674E+0002  0.3744238361489918E+0002  0.3737581733495519E+0002  0.3745711732152205E+0002  0.3225000000000000E+0002
  0.5637000000000000E+0004  0.3534273268098510E+0002  0.3686188442710047E+0002  0.3683605124105532E+0002  0.3687623059355134E+0002  0.3175000000000000E+0002
  0.5638000000000000E+0004  0.3498667208861851E+0002  0.3634393147165472E+0002  0.3634948778674332E+0002  0.3635827276053440E+0002  0.3150000000000000E+0002
  0.5639000000000000E+0004  0.3467985899187457E+0002  0.3600238693815250E+0002  0.3601657513244528E+0002  0.3601685149853492E+0002  0.3070000000000000E+0002
  0.5640000000000000E+0004  0.3440843500463048E+0002  0.3567456967243476E+0002  0.3569957035500636E+0002  0.3568922231849269E+0002  0.3070000000000000E+0002
  0.5641000000000000E+0004  0.3424459172108291E+0002  0.3545507236343856E+0002  0.3548369425389325E+0002  0.3546990589404615E+0002  0.3100000000000000E+0002
  0.5642000000000000E+0004  0.3402171274054251E+0002  0.3520365989763867E+0002  0.3523680848283416E+0002  0.3521864045092607E+0002  0.3045000000000000E+0002
  0.5643000000000000E+0004  0.3377787602545244E+0002  0.3495728390796967E+0002  0.3499005485512087E+0002  0.3497241138385392E+0002  0.2995000000000000E+0002
  0.5644000000000000E+0004  0.3359291953341435E+0002  0.3474747127803053E+0002  0.3478256339075897E+0002  0.3476277564943884E+0002  0.3000000000000000E+0002
  0.5645000000000000E+0004  0.3341359797706409E+0002  0.3454967553255661E+0002  0.3458623742473065E+0002  0.3456516205316800E+0002  0.2975000000000000E+0002
  0.5646000000000000E+0004  0.3323988191042795E+0002  0.3435968668629464E+0002  0.3439754929171693E+0002  0.3437535540387153E+0002  0.2975000000000000E+0002
  0.5647000000000000E+0004  0.3324847728081701E+0002  0.3428861811989884E+0002  0.3432839871854171E+0002  0.3430442715417354E+0002  0.3050000000000000E+0002
  0.5648000000000000E+0004  0.3364844532977967E+0002  0.3448172238705345E+0002  0.3452306464738960E+0002  0.3449746545201127E+0002  0.3110000000000000E+0002
  0.5649000000000000E+0004  0.3420968709355563E+0002  0.3484238480178256E+0002  0.3487449509432588E+0002  0.3485793992225095E+0002  0.3160000000000000E+0002
  0.5650000000000000E+0004  0.3479940467754852E+0002  0.3523170643852731E+0002  0.3525271152041975E+0002  0.3524743602354749E+0002  0.3300000000000000E+0002
  0.5651000000000000E+0004  0.3564911324345470E+0002  0.3578391365699462E+0002  0.3579667964079331E+0002  0.3579959875543514E+0002  0.3375000000000000E+0002
  0.5652000000000000E+0004  0.3651848993469927E+0002  0.3637702289809448E+0002  0.3637842757157340E+0002  0.3639170601522085E+0002  0.3425000000000000E+0002
  0.5653000000000000E+0004  0.3725146644356528E+0002  0.3687683635217320E+0002  0.3686583163923983E+0002  0.3688975368464084E+0002  0.3550000000000000E+0002
  0.5654000000000000E+0004  0.3817700533794083E+0002  0.3787651347076116E+0002  0.3785611111105044E+0002  0.3788735473423171E+0002  0.3495000000000000E+0002
  0.5655000000000000E+0004  0.3877772573719217E+0002  0.3849534533042019E+0002  0.3846754891149833E+0002  0.3850436163806740E+0002  0.3495000000000000E+0002
  0.5656000000000000E+0004  0.3897571189227106E+0002  0.3882395648015836E+0002  0.3877722743238805E+0002  0.3883084293374614E+0002  0.3350000000000000E+0002
  0.5657000000000000E+0004  0.3831579877883742E+0002  0.3846307383446080E+0002  0.3840915354664519E+0002  0.3846800005098242E+0002  0.3155000000000000E+0002
  0.5658000000000000E+0004  0.3736177737338772E+0002  0.3751074071811330E+0002  0.3745472677631038E+0002  0.3751478306093652E+0002  0.3305000000000000E+0002
  0.5659000000000000E+0004  0.3670248190707308E+0002  0.3687290365294728E+0002  0.3683257576863709E+0002  0.3687676848055859E+0002  0.3300000000000000E+0002
  0.5660000000000000E+0004  0.3597325459285764E+0002  0.3621461818829467E+0002  0.3619383414690582E+0002  0.3621880610455235E+0002  0.3110000000000000E+0002
  0.5661000000000000E+0004  0.3556918249122505E+0002  0.3584359207954832E+0002  0.3583990804888267E+0002  0.3584835471390473E+0002  0.3060000000000000E+0002
  0.5662000000000000E+0004  0.3524832037586245E+0002  0.3552339694773389E+0002  0.3553684159648073E+0002  0.3552874198072475E+0002  0.3050000000000000E+0002
  0.5663000000000000E+0004  0.3485857206101473E+0002  0.3520923943819409E+0002  0.3522376488411137E+0002  0.3521507438463741E+0002  0.2860000000000000E+0002
  0.5664000000000000E+0004  0.3448719302729657E+0002  0.3489996001649698E+0002  0.3491790394619005E+0002  0.3490626068032702E+0002  0.2810000000000000E+0002
  0.5665000000000000E+0004  0.3427317140128387E+0002  0.3469568177592115E+0002  0.3471609206565050E+0002  0.3470243243637381E+0002  0.2850000000000000E+0002
  0.5666000000000000E+0004  0.3393907638972630E+0002  0.3442294716453295E+0002  0.3444536601231764E+0002  0.3443010218029189E+0002  0.2705000000000000E+0002
  0.5667000000000000E+0004  0.3364137863863191E+0002  0.3417694889055103E+0002  0.3419827620062136E+0002  0.3418451880257053E+0002  0.2705000000000000E+0002
  0.5668000000000000E+0004  0.3346298954529598E+0002  0.3400044039496948E+0002  0.3402497014338805E+0002  0.3400843643545277E+0002  0.2750000000000000E+0002
  0.5669000000000000E+0004  0.3314604830164269E+0002  0.3374791406436325E+0002  0.3377229224111196E+0002  0.3375630993670502E+0002  0.2590000000000000E+0002
  0.5670000000000000E+0004  0.3283672458260947E+0002  0.3350004522551384E+0002  0.3352298709637576E+0002  0.3350888074733885E+0002  0.2540000000000000E+0002
  0.5671000000000000E+0004  0.3271232869017790E+0002  0.3336490205574807E+0002  0.3339015197585144E+0002  0.3337420175211881E+0002  0.2600000000000000E+0002
  0.5672000000000000E+0004  0.3279099111381768E+0002  0.3337791630666045E+0002  0.3340428352259602E+0002  0.3338755189155973E+0002  0.2560000000000000E+0002
  0.5673000000000000E+0004  0.3309676509426352E+0002  0.3355983473083043E+0002  0.3358317272909838E+0002  0.3356957220724843E+0002  0.2660000000000000E+0002
  0.5674000000000000E+0004  0.3366111689478078E+0002  0.3392482999137392E+0002  0.3394372666864964E+0002  0.3393449778791901E+0002  0.2750000000000000E+0002
  0.5675000000000000E+0004  0.3402964864807016E+0002  0.3417616719383093E+0002  0.3418710696027380E+0002  0.3418543510068324E+0002  0.2705000000000000E+0002
  0.5676000000000000E+0004  0.3416060836090072E+0002  0.3425658150290764E+0002  0.3425749430267552E+0002  0.3426498874874542E+0002  0.2855000000000000E+0002
  0.5677000000000000E+0004  0.3429960264637459E+0002  0.3433267047125481E+0002  0.3432807714157087E+0002  0.3434009649789360E+0002  0.2800000000000000E+0002
  0.5678000000000000E+0004  0.3467468230904095E+0002  0.3460910741293558E+0002  0.3459867864843962E+0002  0.3461553086776777E+0002  0.2610000000000000E+0002
  0.5679000000000000E+0004  0.3538183371746262E+0002  0.3521715084618594E+0002  0.3520388019966114E+0002  0.3522228070199678E+0002  0.2760000000000000E+0002
  0.5680000000000000E+0004  0.3535390812621056E+0002  0.3525903767341261E+0002  0.3524161052169541E+0002  0.3526273590018498E+0002  0.2850000000000000E+0002
  0.5681000000000000E+0004  0.3466000988412341E+0002  0.3474098385787775E+0002  0.3471228507660776E+0002  0.3474371929546817E+0002  0.2755000000000000E+0002
  0.5682000000000000E+0004  0.3401109666143097E+0002  0.3423531417299254E+0002  0.3420834740450820E+0002  0.3423786415645677E+0002  0.2605000000000000E+0002
  0.5683000000000000E+0004  0.3337663933793205E+0002  0.3370280023943911E+0002  0.3368571200334812E+0002  0.3370575018514273E+0002  0.2550000000000000E+0002
  0.5684000000000000E+0004  0.3294975198129958E+0002  0.3333389925789857E+0002  0.3332686021984088E+0002  0.3333756913775917E+0002  0.2565000000000000E+0002
  0.5685000000000000E+0004  0.3267371064386180E+0002  0.3307668634388320E+0002  0.3308244654701007E+0002  0.3308114008373864E+0002  0.2565000000000000E+0002
  0.5686000000000000E+0004  0.3243271598546543E+0002  0.3285821680852962E+0002  0.3287070756637146E+0002  0.3286334343508732E+0002  0.2600000000000000E+0002
  0.5687000000000000E+0004  0.3223374346195055E+0002  0.3267709836961192E+0002  0.3269285400496593E+0002  0.3268277667229041E+0002  0.2615000000000000E+0002
  0.5688000000000000E+0004  0.3205766454127001E+0002  0.3251388029392171E+0002  0.3253205931690920E+0002  0.3252000626223484E+0002  0.2665000000000000E+0002
  0.5689000000000000E+0004  0.3191959763131897E+0002  0.3237792696091233E+0002  0.3239759231049826E+0002  0.3238442400352785E+0002  0.2700000000000000E+0002
  0.5690000000000000E+0004  0.3172424067701078E+0002  0.3221092349322375E+0002  0.3223085347019850E+0002  0.3221773865355834E+0002  0.2645000000000000E+0002
  0.5691000000000000E+0004  0.3153766798419039E+0002  0.3205050103561365E+0002  0.3206976383118334E+0002  0.3205762949635079E+0002  0.2645000000000000E+0002
  0.5692000000000000E+0004  0.3141714981969693E+0002  0.3192902448641747E+0002  0.3194947813974857E+0002  0.3193646823089472E+0002  0.2700000000000000E+0002
  0.5693000000000000E+0004  0.3124687870837562E+0002  0.3178067764081138E+0002  0.3180133791116938E+0002  0.3178841654686459E+0002  0.2655000000000000E+0002
  0.5694000000000000E+0004  0.3106987541749434E+0002  0.3162923503980097E+0002  0.3164913480723458E+0002  0.3163727306660586E+0002  0.2655000000000000E+0002
  0.5695000000000000E+0004  0.3112637457072652E+0002  0.3161818184545364E+0002  0.3163947913592366E+0002  0.3162647906684824E+0002  0.2750000000000000E+0002
  0.5696000000000000E+0004  0.3154365465865684E+0002  0.3184494930349605E+0002  0.3186788724634176E+0002  0.3185333207645208E+0002  0.2850000000000000E+0002
  0.5697000000000000E+0004  0.3199443418178409E+0002  0.3214527919198061E+0002  0.3216421184860112E+0002  0.3215394265227191E+0002  0.2950000000000000E+0002
  0.5698000000000000E+0004  0.3244484793397783E+0002  0.3245913353476198E+0002  0.3246978377857267E+0002  0.3246907820835057E+0002  0.3000000000000000E+0002
  0.5699000000000000E+0004  0.3289240610025177E+0002  0.3275518661657699E+0002  0.3275852651796876E+0002  0.3276711292723810E+0002  0.3075000000000000E+0002
  0.5700000000000000E+0004  0.3336312133860427E+0002  0.3307274844967965E+0002  0.3306882345755056E+0002  0.3308634877799243E+0002  0.3175000000000000E+0002
  0.5701000000000000E+0004  0.3394883051707207E+0002  0.3347937810561130E+0002  0.3346861692068802E+0002  0.3349362291820948E+0002  0.3150000000000000E+0002
  0.5702000000000000E+0004  0.3458070714351837E+0002  0.3419392042618055E+0002  0.3417836104175178E+0002  0.3420756892862435E+0002  0.3160000000000000E+0002
  0.5703000000000000E+0004  0.3520517491158234E+0002  0.3539019538074527E+0002  0.3537490713182213E+0002  0.3540254005318020E+0002  0.3160000000000000E+0002
  0.5704000000000000E+0004  0.3581125068860706E+0002  0.3663604712754773E+0002  0.3661710458652864E+0002  0.3664730560864037E+0002  0.3100000000000000E+0002
  0.5705000000000000E+0004  0.3625417700052188E+0002  0.3764315653000450E+0002  0.3761315225562636E+0002  0.3765397646655779E+0002  0.3090000000000000E+0002
  0.5706000000000000E+0004  0.3599539100582253E+0002  0.3754466204574584E+0002  0.3750160339516899E+0002  0.3755543992154061E+0002  0.3040000000000000E+0002
  0.5707000000000000E+0004  0.3490753964008247E+0002  0.3611034482339804E+0002  0.3605182651041751E+0002  0.3612091367273138E+0002  0.3000000000000000E+0002
  0.5708000000000000E+0004  0.3397944843505829E+0002  0.3498872952224767E+0002  0.3493585637301133E+0002  0.3499893533539323E+0002  0.2895000000000000E+0002
  0.5709000000000000E+0004  0.3354997286876844E+0002  0.3447559960866738E+0002  0.3445382730323178E+0002  0.3448577228641610E+0002  0.2810000000000000E+0002
