 SUMMARY FOR UNIT  63
 Time                      新风机能耗/kWh            送风机能耗/kWh            冷冻水泵能耗/kWh          冷却水泵能耗/kWh          冷水机组能耗/kWh          冷却塔能耗/kWh            系统总能耗/kWh
  0.1010000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1020000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1030000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1040000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1050000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1060000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1070000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1080000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1090000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1100000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.2309999829081388E+0002  0.2369999824641944E+0002  0.1070735229464760E+0003  0.1100000000000000E+0002  0.1648735194837093E+0003
  0.1110000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.2309999829081388E+0002  0.2369999824641944E+0002  0.1137927939739897E+0003  0.1100000000000000E+0002  0.1715927905112230E+0003
  0.1120000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.2309999829081388E+0002  0.2369999824641944E+0002  0.1094687267343283E+0003  0.1100000000000000E+0002  0.1672687232715616E+0003
  0.1130000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.2309999829081388E+0002  0.2369999824641944E+0002  0.1300469691593812E+0003  0.1100000000000000E+0002  0.1878469656966146E+0003
  0.1140000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
  0.1150000000000000E+0003  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000  0.0000000000000000E+0000
