 SUMMARY FOR UNIT  76
 Time                      F1相对湿度                F2相对湿度                F3相对湿度                F4相对湿度                室外相对湿度
  0.1126000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.1127000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7350000000000000E+0002
  0.1128000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7350000000000000E+0002
  0.1129000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.1130000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.1131000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.1132000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7700000000000000E+0002
  0.1133000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8450000000000000E+0002
  0.1134000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8450000000000000E+0002
  0.1135000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8500000000000000E+0002
  0.1136000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8950000000000000E+0002
  0.1137000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8650000000000000E+0002
  0.1138000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1139000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8450000000000000E+0002
  0.1140000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1141000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8000000000000000E+0002
  0.1142000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8350000000000000E+0002
  0.1143000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8350000000000000E+0002
  0.1144000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8300000000000000E+0002
  0.1145000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8500000000000000E+0002
  0.1146000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8500000000000000E+0002
  0.1147000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8000000000000000E+0002
  0.1148000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8100000000000000E+0002
  0.1149000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8100000000000000E+0002
  0.1150000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8000000000000000E+0002
  0.1151000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8350000000000000E+0002
  0.1152000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8050000000000000E+0002
  0.1153000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7950000000000000E+0002
  0.1154000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8300000000000000E+0002
  0.1155000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8300000000000000E+0002
  0.1156000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1157000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8250000000000000E+0002
  0.1158000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8250000000000000E+0002
  0.1159000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1160000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1161000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7950000000000000E+0002
  0.1162000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.1163000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
  0.1164000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6850000000000000E+0002
  0.1165000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6200000000000000E+0002
  0.1166000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6650000000000000E+0002
  0.1167000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7800000000000000E+0002
  0.1168000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7800000000000000E+0002
  0.1169000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.1170000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.1171000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.1172000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7700000000000000E+0002
  0.1173000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1174000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8550000000000000E+0002
  0.1175000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8650000000000000E+0002
  0.1176000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8950000000000000E+0002
  0.1177000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9400000000000000E+0002
  0.1178000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9350000000000000E+0002
  0.1179000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9350000000000000E+0002
  0.1180000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1181000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8950000000000000E+0002
  0.1182000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8950000000000000E+0002
  0.1183000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1184000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9150000000000000E+0002
  0.1185000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8800000000000000E+0002
  0.1186000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1187000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8750000000000000E+0002
  0.1188000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8750000000000000E+0002
  0.1189000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1190000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8850000000000000E+0002
  0.1191000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8850000000000000E+0002
  0.1192000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1193000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1194000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1195000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1196000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1197000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1198000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1199000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1200000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1201000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1202000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1203000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1204000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1205000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1206000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1207000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1208000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1209000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1210000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1211000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8900000000000000E+0002
  0.1212000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8900000000000000E+0002
  0.1213000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1214000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1215000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1216000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1217000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1218000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1219000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1220000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1221000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1222000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1223000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9350000000000000E+0002
  0.1224000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1225000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1226000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9350000000000000E+0002
  0.1227000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1228000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1229000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1230000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1231000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1232000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1233000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1234000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1235000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9350000000000000E+0002
  0.1236000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1237000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1238000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1239000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1240000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1241000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1242000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1243000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1244000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1245000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1246000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1247000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1248000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1249000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1250000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1251000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1252000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1253000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1254000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9400000000000000E+0002
  0.1255000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1256000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9450000000000000E+0002
  0.1257000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9450000000000000E+0002
  0.1258000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1259000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1260000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1261000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8450000000000000E+0002
  0.1262000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1263000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8700000000000000E+0002
  0.1264000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8200000000000000E+0002
  0.1265000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8750000000000000E+0002
  0.1266000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9350000000000000E+0002
  0.1267000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1268000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1269000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9100000000000000E+0002
  0.1270000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1271000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9400000000000000E+0002
  0.1272000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9400000000000000E+0002
  0.1273000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1274000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9000000000000000E+0002
  0.1275000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1276000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9300000000000000E+0002
  0.1277000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9350000000000000E+0002
  0.1278000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.9050000000000000E+0002
  0.1279000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8400000000000000E+0002
  0.1280000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8600000000000000E+0002
  0.1281000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8600000000000000E+0002
  0.1282000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7850000000000000E+0002
  0.1283000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7750000000000000E+0002
  0.1284000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.1285000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6300000000000000E+0002
  0.1286000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6200000000000000E+0002
  0.1287000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6000000000000000E+0002
  0.1288000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5700000000000000E+0002
  0.1289000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6150000000000000E+0002
  0.1290000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6150000000000000E+0002
  0.1291000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6050000000000000E+0002
  0.1292000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6700000000000000E+0002
  0.1293000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6700000000000000E+0002
  0.1294000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6450000000000000E+0002
  0.1295000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6850000000000000E+0002
  0.1296000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.1297000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.1298000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7000000000000000E+0002
  0.1299000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7000000000000000E+0002
  0.1300000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.1301000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
