 SUMMARY FOR UNIT  76
 Time                      F1相对湿度                F2相对湿度                F3相对湿度                F4相对湿度                室外相对湿度
  0.6260000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8400000000000000E+0002
  0.6261000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7700000000000000E+0002
  0.6262000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6263000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7350000000000000E+0002
  0.6264000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7800000000000000E+0002
  0.6265000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.6266000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7800000000000000E+0002
  0.6267000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8450000000000000E+0002
  0.6268000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8350000000000000E+0002
  0.6269000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8600000000000000E+0002
  0.6270000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8600000000000000E+0002
  0.6271000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8400000000000000E+0002
  0.6272000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8550000000000000E+0002
  0.6273000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8300000000000000E+0002
  0.6274000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7700000000000000E+0002
  0.6275000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.6276000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.6277000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.6278000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.6279000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6280000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6300000000000000E+0002
  0.6281000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6850000000000000E+0002
  0.6282000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7650000000000000E+0002
  0.6283000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7100000000000000E+0002
  0.6284000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6900000000000000E+0002
  0.6285000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6850000000000000E+0002
  0.6286000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6400000000000000E+0002
  0.6287000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.6288000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.6289000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6290000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7150000000000000E+0002
  0.6291000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7150000000000000E+0002
  0.6292000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6293000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7650000000000000E+0002
  0.6294000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7650000000000000E+0002
  0.6295000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.6296000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7750000000000000E+0002
  0.6297000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7350000000000000E+0002
  0.6298000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6650000000000000E+0002
  0.6299000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6700000000000000E+0002
  0.6300000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6150000000000000E+0002
  0.6301000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6750000000000000E+0002
  0.6302000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.6303000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7000000000000000E+0002
  0.6304000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.6305000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6500000000000000E+0002
  0.6306000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6700000000000000E+0002
  0.6307000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.6308000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
  0.6309000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.6310000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7000000000000000E+0002
  0.6311000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.6312000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7650000000000000E+0002
  0.6313000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.6314000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7350000000000000E+0002
  0.6315000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7550000000000000E+0002
  0.6316000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.6317000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.6318000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7500000000000000E+0002
  0.6319000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.6320000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7550000000000000E+0002
  0.6321000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7150000000000000E+0002
  0.6322000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6250000000000000E+0002
  0.6323000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6000000000000000E+0002
  0.6324000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5800000000000000E+0002
  0.6325000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5500000000000000E+0002
  0.6326000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5550000000000000E+0002
  0.6327000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5250000000000000E+0002
  0.6328000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.4900000000000000E+0002
  0.6329000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5300000000000000E+0002
  0.6330000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5300000000000000E+0002
  0.6331000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5350000000000000E+0002
  0.6332000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6550000000000000E+0002
  0.6333000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6950000000000000E+0002
  0.6334000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6335000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.6336000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.6337000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7600000000000000E+0002
  0.6338000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7900000000000000E+0002
  0.6339000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7500000000000000E+0002
  0.6340000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.6341000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7650000000000000E+0002
  0.6342000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7650000000000000E+0002
  0.6343000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.6344000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.6345000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
  0.6346000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6250000000000000E+0002
  0.6347000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6000000000000000E+0002
  0.6348000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5800000000000000E+0002
  0.6349000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5850000000000000E+0002
  0.6350000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6400000000000000E+0002
  0.6351000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6250000000000000E+0002
  0.6352000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5900000000000000E+0002
  0.6353000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6150000000000000E+0002
  0.6354000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6500000000000000E+0002
  0.6355000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6356000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
  0.6357000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6450000000000000E+0002
  0.6358000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6200000000000000E+0002
  0.6359000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
  0.6360000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
  0.6361000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6362000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7350000000000000E+0002
  0.6363000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7550000000000000E+0002
  0.6364000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.6365000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7850000000000000E+0002
  0.6366000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7850000000000000E+0002
  0.6367000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.6368000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7550000000000000E+0002
  0.6369000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6950000000000000E+0002
  0.6370000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6400000000000000E+0002
  0.6371000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6750000000000000E+0002
  0.6372000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6750000000000000E+0002
  0.6373000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6450000000000000E+0002
  0.6374000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6750000000000000E+0002
  0.6375000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6750000000000000E+0002
  0.6376000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6450000000000000E+0002
  0.6377000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
  0.6378000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7500000000000000E+0002
  0.6379000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7500000000000000E+0002
  0.6380000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.6381000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6382000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6383000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7600000000000000E+0002
  0.6384000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7800000000000000E+0002
  0.6385000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.6386000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7250000000000000E+0002
  0.6387000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7050000000000000E+0002
  0.6388000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.6389000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7100000000000000E+0002
  0.6390000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.6391000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6392000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6850000000000000E+0002
  0.6393000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6650000000000000E+0002
  0.6394000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6050000000000000E+0002
  0.6395000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6300000000000000E+0002
  0.6396000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6100000000000000E+0002
  0.6397000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5850000000000000E+0002
  0.6398000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6050000000000000E+0002
  0.6399000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6250000000000000E+0002
  0.6400000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.6401000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6500000000000000E+0002
  0.6402000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6300000000000000E+0002
  0.6403000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.6404000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7000000000000000E+0002
  0.6405000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6800000000000000E+0002
  0.6406000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.6407000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7000000000000000E+0002
  0.6408000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.6409000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7000000000000000E+0002
  0.6410000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.6411000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7300000000000000E+0002
  0.6412000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.6413000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7850000000000000E+0002
  0.6414000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8100000000000000E+0002
  0.6415000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7900000000000000E+0002
  0.6416000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8000000000000000E+0002
  0.6417000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7550000000000000E+0002
  0.6418000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6600000000000000E+0002
  0.6419000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6300000000000000E+0002
  0.6420000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6000000000000000E+0002
  0.6421000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5400000000000000E+0002
  0.6422000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5200000000000000E+0002
  0.6423000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.5700000000000000E+0002
  0.6424000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6200000000000000E+0002
  0.6425000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.6750000000000000E+0002
  0.6426000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7350000000000000E+0002
  0.6427000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.6428000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.6429000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.6430000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7400000000000000E+0002
  0.6431000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.6432000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7450000000000000E+0002
  0.6433000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7200000000000000E+0002
  0.6434000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.7600000000000000E+0002
  0.6435000000000000E+0004  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.1000000000000000E+0003  0.8050000000000000E+0002
